PL,NAME,YEAR,TEAM,Avg. Mile,t_min,t_sec,TIME,SCORE,race,minutes,distance
105,Brooke Mullins,SR-4,Florida State,05:45.8,21,29.5,21:29.5,105,2024NuttycombeInvitationalChampionship,21.491666666666667,6
106,Ellie Brewer,JR-3,Lipscomb,05:46.2,21,30.9,21:30.9,106,2024NuttycombeInvitationalChampionship,21.515,6
107,Emily Chaston,SR-4,Utah,05:46.3,21,31.1,21:31.1,NA,2024NuttycombeInvitationalChampionship,21.518333333333334,6
108,Samantha McDonnell,SO-2,Oregon,05:46.6,21,32.4,21:32.4,107,2024NuttycombeInvitationalChampionship,21.54,6
109,Molly Hudson,SR-4,Boston College,05:46.7,21,32.6,21:32.6,108,2024NuttycombeInvitationalChampionship,21.543333333333333,6
110,Juliette Forstrom,FR-1,Portland,05:46.7,21,32.9,21:32.9,109,2024NuttycombeInvitationalChampionship,21.548333333333332,6
111,Rosemary Shay,FR-1,Villanova,05:47.1,21,34.4,21:34.4,110,2024NuttycombeInvitationalChampionship,21.573333333333334,6
112,Lily Flynn,SR-4,Boston College,05:47.4,21,35.4,21:35.4,111,2024NuttycombeInvitationalChampionship,21.59,6
113,Claire Daniels,SO-2,Penn State,05:47.5,21,35.7,21:35.7,112,2024NuttycombeInvitationalChampionship,21.595,6
114,Niamh O'Mahony,JR-3,Providence,05:47.5,21,35.8,21:35.8,113,2024NuttycombeInvitationalChampionship,21.596666666666668,6
115,Alexi Fogo,JR-3,Gonzaga,05:47.6,21,36.0,21:36.0,114,2024NuttycombeInvitationalChampionship,21.6,6
116,Erin Cosgrove,SO-2,Oregon State,05:47.6,21,36.2,21:36.2,115,2024NuttycombeInvitationalChampionship,21.60333333333333,6
117,Samantha Hastie,JR-3,Michigan,05:47.7,21,36.5,21:36.5,116,2024NuttycombeInvitationalChampionship,21.608333333333334,6
118,Maella Hodgson,FR-1,Oregon State,05:48.0,21,37.7,21:37.7,117,2024NuttycombeInvitationalChampionship,21.628333333333334,6
119,Taylor Briggs,SR-4,Iowa State,05:48.1,21,38.0,21:38.0,118,2024NuttycombeInvitationalChampionship,21.633333333333333,6
120,Angelina Perez,SO-2,Wake Forest,05:48.1,21,38.1,21:38.1,119,2024NuttycombeInvitationalChampionship,21.635,6
121,Rylee Tolson,SO-2,Michigan,05:48.2,21,38.2,21:38.2,120,2024NuttycombeInvitationalChampionship,21.636666666666667,6
122,Katherine Hessler,SR-4,Northwestern,05:48.3,21,38.7,21:38.7,121,2024NuttycombeInvitationalChampionship,21.645,6
123,Ella Fadil,SO-2,Boston College,05:48.8,21,40.5,21:40.5,122,2024NuttycombeInvitationalChampionship,21.675,6
124,Sarah Peer,FR-1,Virginia,05:48.8,21,40.7,21:40.7,NA,2024NuttycombeInvitationalChampionship,21.678333333333335,6
125,Kylie Finger,JR-3,Wisconsin,05:48.9,21,41.1,21:41.1,NA,2024NuttycombeInvitationalChampionship,21.685,6
126,Jadyn Zdanavage,FR-1,Michigan,05:49.5,21,43.0,21:43.0,123,2024NuttycombeInvitationalChampionship,21.716666666666665,6
127,Sydney Masciarelli,JR-3,North Carolina,05:49.7,21,44.0,21:44.0,124,2024NuttycombeInvitationalChampionship,21.733333333333334,6
128,Olivia Morganti,SR-4,Georgetown,05:49.8,21,44.1,21:44.1,125,2024NuttycombeInvitationalChampionship,21.735,6
129,Anjali Hocker Singh,FR-1,Michigan,05:49.8,21,44.2,21:44.2,126,2024NuttycombeInvitationalChampionship,21.736666666666668,6
130,Maddie Peters,FR-1,Texas A&M,05:49.9,21,44.5,21:44.5,127,2024NuttycombeInvitationalChampionship,21.741666666666667,6
131,Amelia Arrieta,SO-2,Villanova,05:50.1,21,45.2,21:45.2,128,2024NuttycombeInvitationalChampionship,21.753333333333334,6
132,Linda Perez,JR-3,Lipscomb,05:50.2,21,45.9,21:45.9,129,2024NuttycombeInvitationalChampionship,21.765,6
133,Maddy Whitman,JR-3,Northwestern,05:50.4,21,46.3,21:46.3,130,2024NuttycombeInvitationalChampionship,21.77166666666667,6
134,Sage Brooks,JR-3,Oregon State,05:50.4,21,46.6,21:46.6,131,2024NuttycombeInvitationalChampionship,21.776666666666667,6
135,Jade Rypkema,SO-2,Gonzaga,05:50.6,21,47.1,21:47.1,132,2024NuttycombeInvitationalChampionship,21.785,6
136,Faith DeMars,SR-4,Penn State,05:50.8,21,47.9,21:47.9,133,2024NuttycombeInvitationalChampionship,21.798333333333332,6
137,Skye Ellis,JR-3,Northwestern,05:51.0,21,48.9,21:48.9,134,2024NuttycombeInvitationalChampionship,21.815,6
138,Lisa Luecke,SO-2,Michigan,05:51.3,21,49.8,21:49.8,NA,2024NuttycombeInvitationalChampionship,21.83,6
139,Kiara Smeltz,SR-4,Lipscomb,05:51.3,21,49.9,21:49.9,135,2024NuttycombeInvitationalChampionship,21.831666666666667,6
140,Elise Smoot,JR-3,Texas A&M,05:51.4,21,50.2,21:50.2,136,2024NuttycombeInvitationalChampionship,21.836666666666666,6
141,Allison Dougherty,SO-2,Penn State,05:51.5,21,50.6,21:50.6,137,2024NuttycombeInvitationalChampionship,21.843333333333334,6
142,Tilly O'Connor,SO-2,Villanova,05:51.7,21,51.3,21:51.3,138,2024NuttycombeInvitationalChampionship,21.855,6
143,Cadence Kasprick,FR-1,Oregon State,05:52.0,21,52.5,21:52.5,139,2024NuttycombeInvitationalChampionship,21.875,6
144,Lillian Feingold,SO-2,Furman,05:52.1,21,53.0,21:53.0,140,2024NuttycombeInvitationalChampionship,21.883333333333333,6
145,Aiden Harrand,FR-1,Wake Forest,05:52.5,21,54.5,21:54.5,141,2024NuttycombeInvitationalChampionship,21.908333333333335,6
146,Heidi Demeo,SR-4,Syracuse,05:52.7,21,54.9,21:54.9,142,2024NuttycombeInvitationalChampionship,21.915,6
147,Carmen Krawczynski Gonzalez,JR-3,Lipscomb,05:53.2,21,56.8,21:56.8,143,2024NuttycombeInvitationalChampionship,21.946666666666665,6
148,Kennady Fontenot,JR-3,Texas A&M,05:53.3,21,57.3,21:57.3,144,2024NuttycombeInvitationalChampionship,21.955,6
149,Samantha Prusse,SR-4,Portland,05:53.4,21,57.8,21:57.8,145,2024NuttycombeInvitationalChampionship,21.963333333333335,6
150,Claire Zubey,SO-2,Penn State,05:53.7,21,58.8,21:58.8,NA,2024NuttycombeInvitationalChampionship,21.98,6
151,Keira Saavedra,FR-1,Gonzaga,05:53.8,21,59.3,21:59.3,NA,2024NuttycombeInvitationalChampionship,21.988333333333333,6
152,Emily Brown,SR-4,Florida State,05:53.9,21,59.7,21:59.7,146,2024NuttycombeInvitationalChampionship,21.995,6
153,Emma Little,JR-3,Texas A&M,05:54.0,22,00.0,22:00.0,147,2024NuttycombeInvitationalChampionship,22,6
154,Sheridan Wheeler,SO-2,Iowa State,05:54.0,22,00.1,22:00.1,148,2024NuttycombeInvitationalChampionship,22.001666666666665,6
155,Sam Poglitsch,SR-4,Illinois,05:54.3,22,01.0,22:01.0,149,2024NuttycombeInvitationalChampionship,22.016666666666666,6
156,Emma Jones,JR-3,Furman,05:54.7,22,02.5,22:02.5,150,2024NuttycombeInvitationalChampionship,22.041666666666668,6
157,Jane Roloff,FR-1,Portland,05:54.8,22,02.9,22:02.9,151,2024NuttycombeInvitationalChampionship,22.048333333333332,6
158,Addison Boyer,FR-1,Florida State,05:55.6,22,05.9,22:05.9,152,2024NuttycombeInvitationalChampionship,22.098333333333333,6
159,Kendall Martin,JR-3,Oregon,05:55.8,22,06.8,22:06.8,153,2024NuttycombeInvitationalChampionship,22.113333333333333,6
160,Mie Nielsen,SR-4,Portland,05:56.6,22,09.6,22:09.6,154,2024NuttycombeInvitationalChampionship,22.16,6
161,Sasha Neglia,SR-4,North Carolina,05:56.7,22,10.1,22:10.1,NA,2024NuttycombeInvitationalChampionship,22.168333333333333,6
162,Harper McClain,SR-4,Oregon,05:57.4,22,12.8,22:12.8,NA,2024NuttycombeInvitationalChampionship,22.213333333333335,6
163,Erika Cunniam,JR-3,Oregon State,05:58.0,22,14.7,22:14.7,155,2024NuttycombeInvitationalChampionship,22.245,6
164,Teresa Perez,SR-4,Portland,05:58.9,22,18.2,22:18.2,156,2024NuttycombeInvitationalChampionship,22.303333333333335,6
165,Stina Pettersson,SR-4,Portland,05:59.2,22,19.4,22:19.4,NA,2024NuttycombeInvitationalChampionship,22.323333333333334,6
166,Tori Herman,SR-4,Washington,05:59.3,22,19.8,22:19.8,157,2024NuttycombeInvitationalChampionship,22.33,6
167,Nicole Chastain,SR-4,Texas A&M,05:59.6,22,21.0,22:21.0,158,2024NuttycombeInvitationalChampionship,22.35,6
168,Rory Clare,JR-3,Columbia,06:01.0,22,26.1,22:26.1,159,2024NuttycombeInvitationalChampionship,22.435,6
169,Margaret Carroll,JR-3,Villanova,06:01.2,22,26.8,22:26.8,160,2024NuttycombeInvitationalChampionship,22.446666666666665,6
170,Becca Heitzig,FR-1,Iowa State,06:02.2,22,30.6,22:30.6,161,2024NuttycombeInvitationalChampionship,22.51,6
171,Chloe Gonzalez,SR-4,Georgetown,06:02.7,22,32.4,22:32.4,NA,2024NuttycombeInvitationalChampionship,22.54,6
172,Nyah Hernandez,SR-4,Syracuse,06:02.9,22,33.0,22:33.0,NA,2024NuttycombeInvitationalChampionship,22.55,6
173,Ella Borsheim,JR-3,Washington,06:03.3,22,34.6,22:34.6,162,2024NuttycombeInvitationalChampionship,22.576666666666668,6
174,Scarlett Martin,FR-1,Columbia,06:03.4,22,35.1,22:35.1,163,2024NuttycombeInvitationalChampionship,22.585,6
175,Maddie Livingston,SR-4,Texas A&M,06:03.9,22,37.0,22:37.0,164,2024NuttycombeInvitationalChampionship,22.616666666666667,6
176,Penelope Gracey,FR-1,Texas A&M,06:04.1,22,37.5,22:37.5,NA,2024NuttycombeInvitationalChampionship,22.625,6
177,Brigid McCabe,SR-4,Columbia,06:04.6,22,39.3,22:39.3,165,2024NuttycombeInvitationalChampionship,22.655,6
178,Kennady Anderson,FR-1,Illinois,06:05.5,22,42.8,22:42.8,166,2024NuttycombeInvitationalChampionship,22.713333333333335,6
179,Daniella Hubble,SR-4,Illinois,06:05.9,22,44.4,22:44.4,167,2024NuttycombeInvitationalChampionship,22.74,6
180,Leanna Johnston,SO-2,Columbia,06:07.1,22,48.9,22:48.9,168,2024NuttycombeInvitationalChampionship,22.815,6
181,Grace Wassell,SO-2,Wake Forest,06:09.8,22,58.8,22:58.8,169,2024NuttycombeInvitationalChampionship,22.98,6
182,Leonie Saurer,SO-2,Lipscomb,06:10.6,23,01.7,23:01.7,NA,2024NuttycombeInvitationalChampionship,23.028333333333332,6
183,Nicole Dinan,FR-1,Florida State,06:12.0,23,07.0,23:07.0,170,2024NuttycombeInvitationalChampionship,23.116666666666667,6
184,Mabry Bruhn,SO-2,Illinois,06:12.2,23,07.8,23:07.8,171,2024NuttycombeInvitationalChampionship,23.13,6
185,Amalia Malecek,SR-4,Illinois,06:14.6,23,16.8,23:16.8,172,2024NuttycombeInvitationalChampionship,23.28,6
186,Mackenzie Hart,JR-3,Wake Forest,06:15.4,23,19.7,23:19.7,NA,2024NuttycombeInvitationalChampionship,23.328333333333333,6
187,Claire Yerby,SR-4,Washington,06:16.0,23,22.0,23:22.0,NA,2024NuttycombeInvitationalChampionship,23.366666666666667,6
188,Josie Baker,FR-1,Iowa State,06:18.4,23,31.0,23:31.0,173,2024NuttycombeInvitationalChampionship,23.516666666666666,6
189,Yasmine Abbes,SR-4,Boston College,06:19.0,23,33.0,23:33.0,NA,2024NuttycombeInvitationalChampionship,23.55,6
190,Kate Kuwahara,SR-4,Columbia,06:20.6,23,39.2,23:39.2,174,2024NuttycombeInvitationalChampionship,23.653333333333332,6
1,Pamela Kosgei,FR-1,New Mexico,05:05.5,18,59.1,18:59.1,1,2024WisconsinPreNationalsChampionship,18.985,6
2,Hilda Olemomoi,JR-3,Florida,05:06.5,19,02.9,19:02.9,2,2024WisconsinPreNationalsChampionship,19.048333333333332,6
3,Caroline Jeptanui,FR-1,Tulane,05:07.2,19,05.4,19:05.4,3,2024WisconsinPreNationalsChampionship,19.09,6
4,Ceili McCabe,SR-4,West Virginia,05:08.6,19,10.8,19:10.8,4,2024WisconsinPreNationalsChampionship,19.18,6
5,Chloe Thomas,SR-4,Connecticut,05:08.9,19,11.8,19:11.8,5,2024WisconsinPreNationalsChampionship,19.196666666666665,6
6,Grace Hartman,JR-3,NC State,05:09.8,19,15.2,19:15.2,6,2024WisconsinPreNationalsChampionship,19.253333333333334,6
7,Paityn Noe,SO-2,Arkansas,05:11.0,19,19.5,19:19.5,7,2024WisconsinPreNationalsChampionship,19.325,6
8,Hannah Gapes,JR-3,NC State,05:14.0,19,31.0,19:31.0,8,2024WisconsinPreNationalsChampionship,19.516666666666666,6
9,Lexy Halladay-Lowry,SR-4,BYU,05:14.7,19,33.4,19:33.4,9,2024WisconsinPreNationalsChampionship,19.556666666666665,6
10,Joy Naukot,FR-1,West Virginia,05:15.8,19,37.4,19:37.4,10,2024WisconsinPreNationalsChampionship,19.623333333333335,6
11,Ali Weimer,JR-3,Minnesota,05:16.1,19,38.5,19:38.5,11,2024WisconsinPreNationalsChampionship,19.641666666666666,6
12,Siona Chisholm,SR-4,Notre Dame,05:16.2,19,38.8,19:38.8,12,2024WisconsinPreNationalsChampionship,19.64666666666667,6
13,Sophia Kennedy,SO-2,Stanford,05:16.9,19,41.7,19:41.7,13,2024WisconsinPreNationalsChampionship,19.695,6
14,Carmen Alder,JR-3,BYU,05:18.8,19,48.6,19:48.6,14,2024WisconsinPreNationalsChampionship,19.81,6
15,Emily Covert,SR-4,Notre Dame,05:19.0,19,49.5,19:49.5,15,2024WisconsinPreNationalsChampionship,19.825,6
16,Chloe Foerster,JR-3,Washington,05:19.3,19,50.6,19:50.6,16,2024WisconsinPreNationalsChampionship,19.843333333333334,6
17,Mercy Kinyanjui,FR-1,Toledo,05:19.4,19,51.0,19:51.0,17,2024WisconsinPreNationalsChampionship,19.85,6
18,Mia Cochran,JR-3,Arkansas,05:19.6,19,51.8,19:51.8,18,2024WisconsinPreNationalsChampionship,19.863333333333333,6
19,Aliandrea Upshaw,SR-4,Northern Arizona,05:20.1,19,53.6,19:53.6,19,2024WisconsinPreNationalsChampionship,19.893333333333334,6
20,Jenna Hutchins,SO-2,BYU,05:20.4,19,54.7,19:54.7,20,2024WisconsinPreNationalsChampionship,19.911666666666665,6
21,Maelle Porcher,JR-3,Iowa State,05:20.7,19,55.8,19:55.8,21,2024WisconsinPreNationalsChampionship,19.93,6
22,Carly Wilkes,JR-3,Furman,05:20.9,19,56.7,19:56.7,22,2024WisconsinPreNationalsChampionship,19.945,6
23,Zofia Dudek,SR-4,Stanford,05:21.2,19,57.7,19:57.7,23,2024WisconsinPreNationalsChampionship,19.961666666666666,6
24,Bieke Schipperen,SO-2,Florida State,05:21.6,19,59.3,19:59.3,24,2024WisconsinPreNationalsChampionship,19.988333333333333,6
25,Savannah Roark,SR-4,Syracuse,05:21.7,19,59.5,19:59.5,25,2024WisconsinPreNationalsChampionship,19.991666666666667,6
26,Alex Carlson,JR-3,Northern Arizona,05:21.7,19,59.6,19:59.6,26,2024WisconsinPreNationalsChampionship,19.993333333333332,6
27,Riley Chamberlain,JR-3,BYU,05:21.9,20,00.1,20:00.1,27,2024WisconsinPreNationalsChampionship,20.001666666666665,6
28,India Weir,SR-4,Washington,05:22.0,20,00.6,20:00.6,28,2024WisconsinPreNationalsChampionship,20.01,6
29,Agnes McTighe,JR-3,Florida State,05:22.1,20,01.0,20:01.0,29,2024WisconsinPreNationalsChampionship,20.016666666666666,6
30,Maeve Stiles,JR-3,Washington,05:22.5,20,02.5,20:02.5,30,2024WisconsinPreNationalsChampionship,20.041666666666668,6
31,Keira Moore,SO-2,Northern Arizona,05:22.6,20,02.9,20:02.9,31,2024WisconsinPreNationalsChampionship,20.048333333333332,6
32,Olivia Howell,SR-4,Texas,05:22.9,20,04.0,20:04.0,32,2024WisconsinPreNationalsChampionship,20.066666666666666,6
33,Maggi Congdon,SR-4,Northern Arizona,05:23.1,20,04.7,20:04.7,33,2024WisconsinPreNationalsChampionship,20.078333333333333,6
34,Jenna Zydanowicz,SR-4,Connecticut,05:23.3,20,05.5,20:05.5,34,2024WisconsinPreNationalsChampionship,20.091666666666665,6
35,Nelah Roberts,FR-1,BYU,05:23.4,20,06.0,20:06.0,35,2024WisconsinPreNationalsChampionship,20.1,6
36,Ashley Jones,JR-3,Tennessee,05:23.5,20,06.2,20:06.2,36,2024WisconsinPreNationalsChampionship,20.10333333333333,6
37,Natalie Bitetti,SR-4,New Mexico,05:23.7,20,06.8,20:06.8,37,2024WisconsinPreNationalsChampionship,20.113333333333333,6
38,Mercy Kirarei,FR-1,New Mexico,05:23.8,20,07.5,20:07.5,38,2024WisconsinPreNationalsChampionship,20.125,6
39,Sivan Auerbach,SR-4,Oklahoma State,05:23.9,20,07.7,20:07.7,39,2024WisconsinPreNationalsChampionship,20.128333333333334,6
40,Taylor Rohatinsky,SO-2,BYU,05:24.0,20,08.0,20:08.0,40,2024WisconsinPreNationalsChampionship,20.133333333333333,6
41,Julia David-Smith,JR-3,Washington,05:24.5,20,09.8,20:09.8,41,2024WisconsinPreNationalsChampionship,20.163333333333334,6
42,Sophie O'Sullivan,SR-4,Washington,05:24.6,20,10.4,20:10.4,42,2024WisconsinPreNationalsChampionship,20.173333333333332,6
43,Tia Wilson,JR-3,Florida,05:24.6,20,10.4,20:10.4,43,2024WisconsinPreNationalsChampionship,20.173333333333332,6
44,Blezzin Kimutai,FR-1,Tulane,05:24.8,20,11.0,20:11.0,44,2024WisconsinPreNationalsChampionship,20.183333333333334,6
45,Layla Roebke,SR-4,Louisville,05:24.9,20,11.3,20:11.3,45,2024WisconsinPreNationalsChampionship,20.188333333333333,6
46,Taylor Lovell,JR-3,BYU,05:25.0,20,11.8,20:11.8,46,2024WisconsinPreNationalsChampionship,20.196666666666665,6
47,Adelyn Fairley,SR-4,Liberty,05:25.2,20,12.7,20:12.7,47,2024WisconsinPreNationalsChampionship,20.211666666666666,6
48,Kaitlyn Hynes,JR-3,Michigan State,05:25.3,20,12.8,20:12.8,48,2024WisconsinPreNationalsChampionship,20.213333333333335,6
49,Angelina Perez,SO-2,Wake Forest,05:25.3,20,13.1,20:13.1,49,2024WisconsinPreNationalsChampionship,20.218333333333334,6
50,Emily Bryce,JR-3,West Virginia,05:25.9,20,15.1,20:15.1,50,2024WisconsinPreNationalsChampionship,20.251666666666665,6
51,Amina Maatoug,SR-4,Washington,05:26.0,20,15.5,20:15.5,51,2024WisconsinPreNationalsChampionship,20.258333333333333,6
52,Shea Ruhly,SR-4,Wisconsin,05:26.0,20,15.6,20:15.6,52,2024WisconsinPreNationalsChampionship,20.26,6
53,Rachel Forsyth,FR-1,Michigan State,05:26.1,20,16.0,20:16.0,53,2024WisconsinPreNationalsChampionship,20.266666666666666,6
54,Emma Eastman,JR-3,Syracuse,05:26.2,20,16.3,20:16.3,54,2024WisconsinPreNationalsChampionship,20.27166666666667,6
55,Arianne Olson,FR-1,Notre Dame,05:26.3,20,16.6,20:16.6,55,2024WisconsinPreNationalsChampionship,20.276666666666667,6
56,Elizabeth Pickett,JR-3,Texas,05:26.4,20,17.1,20:17.1,56,2024WisconsinPreNationalsChampionship,20.285,6
57,Nikita Moore,JR-3,Northern Arizona,05:26.6,20,17.7,20:17.7,57,2024WisconsinPreNationalsChampionship,20.295,6
58,Colbi Borland,SR-4,Lipscomb,05:26.6,20,17.9,20:17.9,58,2024WisconsinPreNationalsChampionship,20.298333333333332,6
59,Brooke Wilson,SO-2,Wake Forest,05:26.8,20,18.6,20:18.6,59,2024WisconsinPreNationalsChampionship,20.31,6
60,Leane Willemse,JR-3,Wisconsin,05:26.8,20,18.6,20:18.6,60,2024WisconsinPreNationalsChampionship,20.31,6
61,Madison Trippett,SR-4,West Virginia,05:26.9,20,18.8,20:18.8,61,2024WisconsinPreNationalsChampionship,20.313333333333333,6
62,Klara Dess,SR-4,New Mexico,05:27.0,20,19.3,20:19.3,62,2024WisconsinPreNationalsChampionship,20.321666666666665,6
63,Alyson Churchill,SR-4,Northern Arizona,05:27.5,20,21.3,20:21.3,63,2024WisconsinPreNationalsChampionship,20.355,6
64,Laura Nicholson,SR-4,Toledo,05:27.6,20,21.7,20:21.7,64,2024WisconsinPreNationalsChampionship,20.361666666666668,6
65,Elizabeth Barlow,SR-4,Florida State,05:27.9,20,22.5,20:22.5,65,2024WisconsinPreNationalsChampionship,20.375,6
66,Isabel Allori,FR-1,Notre Dame,05:28.0,20,23.0,20:23.0,66,2024WisconsinPreNationalsChampionship,20.383333333333333,6
67,Kaylie Armitage,JR-3,Furman,05:28.0,20,23.1,20:23.1,67,2024WisconsinPreNationalsChampionship,20.385,6
68,Mary Bonner Dalton,FR-1,Notre Dame,05:28.1,20,23.3,20:23.3,68,2024WisconsinPreNationalsChampionship,20.388333333333332,6
69,Mackenzie Barnett,SR-4,Lipscomb,05:28.3,20,24.1,20:24.1,69,2024WisconsinPreNationalsChampionship,20.401666666666667,6
70,Loral Winn,SR-4,Ole Miss,05:28.3,20,24.2,20:24.2,70,2024WisconsinPreNationalsChampionship,20.403333333333332,6
71,Allie Zealand,FR-1,Liberty,05:28.5,20,24.7,20:24.7,71,2024WisconsinPreNationalsChampionship,20.411666666666665,6
72,Annika Cutforth,SO-2,Wisconsin,05:28.6,20,25.2,20:25.2,72,2024WisconsinPreNationalsChampionship,20.42,6
73,Gretchen Farley,SO-2,Notre Dame,05:29.1,20,27.0,20:27.0,73,2024WisconsinPreNationalsChampionship,20.45,6
74,Hayley Burns,SO-2,Northern Arizona,05:29.2,20,27.4,20:27.4,74,2024WisconsinPreNationalsChampionship,20.456666666666667,6
75,Josphine Mwaura,SO-2,Oklahoma State,05:29.3,20,27.7,20:27.7,75,2024WisconsinPreNationalsChampionship,20.461666666666666,6
76,Emma Atkinson,SR-4,Minnesota,05:29.4,20,28.2,20:28.2,76,2024WisconsinPreNationalsChampionship,20.47,6
77,Lindsay Cunningham,SR-4,Wisconsin,05:29.5,20,28.5,20:28.5,77,2024WisconsinPreNationalsChampionship,20.475,6
78,Jenna Mulhern,JR-3,Furman,05:29.5,20,28.5,20:28.5,78,2024WisconsinPreNationalsChampionship,20.475,6
79,Anna Martin,SR-4,Utah Valley,05:29.5,20,28.5,20:28.5,79,2024WisconsinPreNationalsChampionship,20.475,6
80,Penelopea Gordon,SO-2,Michigan,05:29.6,20,28.8,20:28.8,80,2024WisconsinPreNationalsChampionship,20.48,6
81,Angelina Napoleon,FR-1,NC State,05:29.7,20,29.4,20:29.4,81,2024WisconsinPreNationalsChampionship,20.49,6
82,Sarah Tait,SR-4,West Virginia,05:29.9,20,30.0,20:30.0,82,2024WisconsinPreNationalsChampionship,20.5,6
83,Brooke Mullins,SR-4,Florida State,05:29.9,20,30.1,20:30.1,83,2024WisconsinPreNationalsChampionship,20.501666666666665,6
84,Roshni Singh,SR-4,Boston College,05:30.1,20,30.9,20:30.9,84,2024WisconsinPreNationalsChampionship,20.515,6
85,Ava Gordon,SO-2,Liberty,05:30.3,20,31.5,20:31.5,85,2024WisconsinPreNationalsChampionship,20.525,6
86,Allison Wilson,SR-4,Florida,05:30.3,20,31.5,20:31.5,86,2024WisconsinPreNationalsChampionship,20.525,6
87,Bella Jacobsen,SO-2,Wisconsin,05:30.4,20,31.8,20:31.8,87,2024WisconsinPreNationalsChampionship,20.53,6
88,Victoria Lagat,FR-1,Oklahoma State,05:30.6,20,32.7,20:32.7,88,2024WisconsinPreNationalsChampionship,20.545,6
89,Fiona Smith,SR-4,NC State,05:30.7,20,32.9,20:32.9,89,2024WisconsinPreNationalsChampionship,20.548333333333332,6
90,Jillian Candelino,SO-2,Tennessee,05:30.8,20,33.4,20:33.4,90,2024WisconsinPreNationalsChampionship,20.556666666666665,6
91,Colleen Stegmann,SO-2,Oklahoma State,05:30.8,20,33.6,20:33.6,91,2024WisconsinPreNationalsChampionship,20.56,6
92,Izzy Roemer,SO-2,Minnesota,05:30.9,20,33.9,20:33.9,92,2024WisconsinPreNationalsChampionship,20.565,6
93,Julie Sumsion,SR-4,Utah Valley,05:30.9,20,33.9,20:33.9,93,2024WisconsinPreNationalsChampionship,20.565,6
94,Kylie Simshauser,SR-4,Wyoming,05:31.0,20,34.1,20:34.1,94,2024WisconsinPreNationalsChampionship,20.568333333333335,6
95,Ava Mitchell,FR-1,Northern Arizona,05:31.0,20,34.3,20:34.3,NA,2024WisconsinPreNationalsChampionship,20.571666666666665,6
96,Anastaysia Davis,SR-4,BYU,05:31.1,20,34.4,20:34.4,NA,2024WisconsinPreNationalsChampionship,20.573333333333334,6
97,Abby Loveys,SR-4,Boston College,05:31.2,20,35.0,20:35.0,95,2024WisconsinPreNationalsChampionship,20.583333333333332,6
98,Penelope Salmon,JR-3,Harvard,05:31.6,20,36.4,20:36.4,96,2024WisconsinPreNationalsChampionship,20.606666666666666,6
99,Harley Kletz,SO-2,Lipscomb,05:31.7,20,36.8,20:36.8,97,2024WisconsinPreNationalsChampionship,20.613333333333333,6
100,Sophia McDonnell,SR-4,New Mexico,05:31.8,20,37.3,20:37.3,98,2024WisconsinPreNationalsChampionship,20.621666666666666,6
101,Caroline Lehman,SO-2,Notre Dame,05:31.9,20,37.4,20:37.4,99,2024WisconsinPreNationalsChampionship,20.623333333333335,6
102,Aoife Dunne,SR-4,Boston College,05:32.0,20,37.9,20:37.9,100,2024WisconsinPreNationalsChampionship,20.631666666666668,6
103,Rylie Lusk,SR-4,Syracuse,05:32.2,20,38.7,20:38.7,101,2024WisconsinPreNationalsChampionship,20.645,6
104,Caila Odekirk,JR-3,Utah Valley,05:32.3,20,38.9,20:38.9,102,2024WisconsinPreNationalsChampionship,20.648333333333333,6
105,Riley Stewart,JR-3,Stanford,05:32.4,20,39.4,20:39.4,103,2024WisconsinPreNationalsChampionship,20.656666666666666,6
106,Taylor Ewert,SR-4,Michigan State,05:32.4,20,39.5,20:39.5,104,2024WisconsinPreNationalsChampionship,20.658333333333335,6
107,Isabelle Schmitz,FR-1,Minnesota,05:32.6,20,40.0,20:40.0,105,2024WisconsinPreNationalsChampionship,20.666666666666668,6
108,Bella Heikes,SR-4,Iowa State,05:32.6,20,40.2,20:40.2,106,2024WisconsinPreNationalsChampionship,20.67,6
109,Caroline Wells,JR-3,Florida,05:32.8,20,40.7,20:40.7,107,2024WisconsinPreNationalsChampionship,20.678333333333335,6
110,Eva Jess,SR-4,Texas,05:32.8,20,41.0,20:41.0,108,2024WisconsinPreNationalsChampionship,20.683333333333334,6
111,Ellie Shea,FR-1,NC State,05:33.0,20,41.5,20:41.5,109,2024WisconsinPreNationalsChampionship,20.691666666666666,6
112,Ellaney Matarese,SR-4,Harvard,05:33.0,20,41.7,20:41.7,110,2024WisconsinPreNationalsChampionship,20.695,6
113,Abby Lewis,FR-1,Boston College,05:33.3,20,42.8,20:42.8,111,2024WisconsinPreNationalsChampionship,20.713333333333335,6
114,Abigail Whitman,SR-4,Wyoming,05:33.4,20,43.2,20:43.2,112,2024WisconsinPreNationalsChampionship,20.72,6
115,Zoe Cooper,JR-3,Harvard,05:33.6,20,43.8,20:43.8,113,2024WisconsinPreNationalsChampionship,20.73,6
116,Sierra Bower,SR-4,Furman,05:33.7,20,44.4,20:44.4,114,2024WisconsinPreNationalsChampionship,20.74,6
117,Imogen Gardiner,JR-3,Stanford,05:33.8,20,44.6,20:44.6,115,2024WisconsinPreNationalsChampionship,20.743333333333332,6
118,Brooke Rauber,JR-3,NC State,05:33.9,20,44.8,20:44.8,116,2024WisconsinPreNationalsChampionship,20.746666666666666,6
